channel_subscribers,title_word_count,title_char_count,title_upper_ratio,title_has_question,title_has_exclamation,publish_dayofweek,publish_hour,is_weekend,is_prime_time,view_count_log1p,like_count_log1p,comment_count_log1p,channel_subscribers_log1p,duration_seconds_log1p,daily_avg_views_log1p,views_per_subscriber,daily_views_per_subscriber,channel_efficiency,recency_score,prime_time_distance,daily_views_vs_category,title_trend_kw,title_hype_kw,title_kw_count,category_1,category_2,category_10,category_17,category_19,category_20,category_22,category_24,category_25,category_26,category_27,category_28,category_29,is_popular
68500,6,41,0.14634146341463414,0,1,1,11,0,0,11.659015170842123,8.705828110266784,6.56244409369372,11.134603622683905,6.658011045870748,6.313711938988118,1.6894497890541744,0.008044998995496069,9830.083753392788,0.004739336492890996,8,0.7171100418175357,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,1
270000,11,60,0.16666666666666666,0,0,5,4,1,0,11.809371521279422,8.136810863675537,6.1070228877422545,12.506180941677357,6.831953565565855,6.799843363121017,0.49816852530175815,0.0033211235020117213,637755.9465811966,0.006622516556291391,15,0.35390633391844206,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,1
140000,8,39,0.20512820512820512,1,0,3,21,0,1,11.652426503747787,8.590257762273243,6.2766434893416445,11.849404844423074,7.066466970136958,8.433759407203038,0.8212012771337348,0.03284805108534939,218769.71962616823,0.038461538461538464,2,3.1361786657960145,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1
9400,11,63,0.19047619047619047,1,0,5,18,1,1,9.396902923027392,6.492239835020471,5.988961416889864,9.148571345578551,7.489970898834801,5.112400312598192,1.2817785341984895,0.017558610057513555,7512.0,0.013513513513513514,1,0.0651481553868233,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0
52400,9,50,0.26,1,0,2,18,0,1,10.829550381558986,7.0317412587631285,4.812184355372417,10.866680954096502,7.05444965813294,5.52525568880075,0.9635312303200321,0.004769956585742733,59675.05309734513,0.0049261083743842365,1,0.0986488298262568,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0
24500,14,100,0.13,1,0,2,13,0,0,9.003685138166775,3.295836866004329,1.0986122886681098,10.106469212026385,2.772588722239781,2.8045163167652207,0.3319048202114199,0.0006334061454416411,6160.575009494873,0.0019047619047619048,6,0.02019430825813586,1,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,0
1290000,13,67,0.19402985074626866,0,0,1,18,0,1,13.10475322487786,9.606226413637353,6.423246963533519,14.070153551531353,4.90527477843843,7.247530218934815,0.38082993734113385,0.0010880855352603824,820391.9361702128,0.002849002849002849,1,0.5539760899793539,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,1
995,12,61,0.04918032786885246,1,0,4,19,0,1,9.661734411972747,5.730099782973574,2.9444389791664403,6.903747257584598,3.258096538021482,2.4427250357517054,15.76706827309237,0.010546533961934695,7448.4324324324325,0.0006684491978609625,0,0.004145787432532294,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1580,7,40,0.15,0,0,6,3,1,0,7.61085279039525,4.624972813284271,3.713572066704308,7.365812837209472,6.660575149839686,2.4484743664651685,1.2770398481973435,0.006686072503651013,1993.685534591195,0.005208333333333333,16,0.013848839679913098,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1290000,12,75,0.14666666666666667,0,0,1,18,0,1,12.308349411315088,7.878155336503324,4.330733340286331,14.070153551531353,3.1780538303479458,6.393816097939182,0.17173397540001906,0.0004628948123989732,820391.9361702128,0.002688172043010753,1,0.2356732535582734,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,1
95900,12,63,0.20634920634920634,0,0,5,18,1,1,11.742059040216649,6.569481420414296,4.51085950651685,11.47107168834584,2.4849066497880004,6.382451326306702,1.3112480578930354,0.006156094168511903,29926.158536585364,0.004672897196261682,1,0.2330055829241194,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,1
12800,11,59,0.1864406779661017,1,0,0,19,0,1,10.48355001802591,6.617402977974478,5.153291594497779,9.45727857185611,7.275172319452771,4.358672893213994,2.79056323724709,0.006027134421699979,27312.51724137931,0.0021551724137931034,0,0.05261563620463097,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
14900,13,73,0.1780821917808219,0,1,3,20,0,1,9.913487387114461,6.626717749249025,5.459585514144159,9.60918360377546,8.149601735736155,4.943856718015216,1.3556137172001879,0.009349060118621987,13768.074074074075,0.00684931506849315,1,0.18251299978835792,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,0
68500,5,37,0.13513513513513514,0,0,1,5,0,0,11.146733953232388,7.454719949364001,5.313205979041787,11.134603622683905,6.19644412779452,6.258286760658819,1.012189603071488,0.007610448143394646,9830.083753392788,0.007462686567164179,14,0.6783753222859663,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,1
527000,7,42,0.16666666666666666,0,0,6,20,1,1,11.666067064418515,8.40827078419205,5.579729825986222,13.174957725054906,6.71901315438526,4.604541805236624,0.2211532805440597,0.00018773623136168055,165641.46325878595,0.0008481764206955047,1,0.06747137889085542,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1180,9,51,0.19607843137254902,0,1,3,14,0,0,12.118044388056427,6.883462586413092,5.805134968916488,7.074116816197362,2.833213344056216,6.228369330430926,155.0770533446232,0.4283896501232685,6821.289473684211,0.0027548209366391185,5,0.3450236921455724,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
40400,6,43,0.11627906976744186,0,0,6,20,1,1,9.172119159155985,6.2285110035911835,4.418840607796598,10.606609816118151,6.97166860472579,6.40108766536481,0.23821192544738992,0.01488824534046187,24286.101983002834,0.058823529411764705,1,0.23739609368943715,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,1
270000,15,92,0.043478260869565216,0,0,3,14,0,0,13.257631760586916,8.322880021769905,4.9344739331306915,12.506180941677357,2.833213344056216,7.736605741905653,2.120069925666942,0.008480279702667768,637755.9465811966,0.00398406374501992,5,0.9036775351341733,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,1
6810,11,71,0.7323943661971831,0,0,6,21,1,1,11.160939510517627,6.747586526829315,3.713572066704308,8.826294231241318,6.740519359606223,5.807348929118031,10.325649684334165,0.048705894737425315,6651.577249575552,0.004694835680751174,2,0.13092733948925436,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,1
451,16,98,0.07142857142857142,1,1,5,18,1,1,8.233768709217097,4.174387269895637,2.5649493574615367,6.113682179832232,4.820281565605037,2.7324324570903573,8.329646017699115,0.0317925420522867,3871.277777777778,0.0038022813688212928,1,0.00979994729804197,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1770000,7,46,0.15217391304347827,0,0,2,15,0,0,13.22308796372831,9.776903400426676,7.5480289699350145,14.386490669521603,5.978885764901122,9.927298114083873,0.3124207274459167,0.011571138053552471,311828.6140969163,0.03571428571428571,4,13.96720919218167,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
532000,7,56,0.125,0,0,0,11,0,0,13.568055102830911,9.189729418072059,6.363028103540465,13.184400648021263,5.834810737062605,7.190381723988786,1.467636339029438,0.0024917425110856334,387528.90476190473,0.001694915254237288,8,0.9040150512392775,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1
237000,10,70,0.12857142857142856,0,0,0,1,0,0,9.113499020526627,5.537334267018537,2.302585092994046,12.37581963951765,6.660575149839686,5.206859756059202,0.03829519706667904,0.0007659039413335809,30356.903870162296,0.0196078431372549,18,0.12378970666338156,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
392000,11,84,0.27380952380952384,0,1,2,23,0,0,11.5647491186924,7.4489161025442,5.093750200806762,12.879019669789754,6.725033642166843,6.298721810442393,0.2686676819701991,0.0013848849586092734,71745.08315334773,0.005128205128205128,4,0.3702208931671503,1,1,2,False,False,False,False,False,False,False,False,False,False,False,True,False,1
610000,7,59,0.01694915254237288,0,0,6,17,1,1,9.86386275775286,7.529943370601589,4.007333185232471,13.321215875492413,4.852030263919617,5.590883326714444,0.03151142375176434,0.0004376586632189492,46032.07377979569,0.0136986301369863,2,0.3091458785029479,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
7010000,9,68,0.058823529411764705,0,0,0,20,0,1,11.460452527709112,6.7912214627261855,5.375278407684165,15.762848401664115,5.19295685089021,6.215418296438911,0.013535946713844976,7.12418248097104e-05,43161.26879307369,0.005235602094240838,1,0.3513529365534009,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,1
289000,12,90,0.14444444444444443,1,0,4,15,0,0,10.952419280749659,7.588829878307813,5.087596335232384,12.574185427296195,6.246106765481563,6.40018750056514,0.19754602925249393,0.0020794318868683575,32185.79460269865,0.010416666666666666,4,0.6958913356800868,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2630,12,77,0.36363636363636365,0,1,3,19,0,1,6.529418838262226,3.4011973816621555,0.6931471805599453,7.875119281040293,6.541029999189903,2.094945728215801,0.25997719498289623,0.002708095781071836,2793.84375,0.010309278350515464,0,0.004858977853551088,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
289000,10,85,0.10588235294117647,0,0,1,17,0,1,11.372754939136215,8.179199798423086,5.932245187448011,12.574185427296195,6.432940092739179,6.432710392496984,0.3007602049819897,0.0021482871784427836,32185.79460269865,0.0070921985815602835,2,0.7189340720760025,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
289000,13,79,0.13924050632911392,0,0,4,15,0,0,10.669025159683924,7.198183577101943,4.663439094112067,12.574185427296195,5.948034989180646,7.20400987711367,0.1487953328881215,0.004649854152753797,32185.79460269865,0.030303030303030304,4,1.556094834128263,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,1
237000,8,52,0.1346153846153846,0,0,1,0,0,0,10.694441793098985,6.642486801367256,4.143134726391533,12.37581963951765,6.56244409369372,5.1986999647832475,0.18611313876312757,0.0007596454643392963,30356.903870162296,0.0040650406504065045,19,0.12277817637939703,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
241000,8,76,0.09210526315789473,0,0,1,21,0,1,11.139118894862325,6.9167150203536085,4.07753744390572,12.392556361841777,6.621405651764134,5.97685839471862,0.28551748747930505,0.0016315284998817431,41500.75450081833,0.005681818181818182,2,0.4553138840271489,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
138000,7,51,0.3137254901960784,0,1,5,19,1,1,11.462999656200502,7.511524648390866,4.7535901911063645,11.835016210489899,6.240275845170769,6.207510050107626,0.6893355845247499,0.003590289502733072,19387.195789473684,0.0051813471502590676,0,0.3378872106947818,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
582000,9,73,0.0136986301369863,0,0,5,10,1,0,10.689510133046271,6.738152494595957,4.875197323201151,13.274227444925158,4.59511985013459,6.501335169550793,0.07541567797993474,0.0011426617875747687,12159.720923829917,0.014925373134328358,9,0.46787722738280324,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1430000,9,54,0.12962962962962962,1,1,3,21,0,1,10.783155792953782,7.45876269238096,4.927253685157205,14.173185701536545,5.996452088619021,7.287311884089536,0.033706969435685706,0.0010214233162329004,172342.0047457627,0.029411764705882353,2,0.9960982095439278,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
277,7,57,0.10526315789473684,0,1,6,7,1,0,6.222576268071369,1.6094379124341003,0.0,5.627621113690637,2.6390573296152584,0.600615461315634,1.8093525179856116,0.0029612970834461726,1228.7238805970148,0.0016339869281045752,12,0.0005614186373414184,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
23600,13,86,0.12790697674418605,0,0,1,23,0,0,9.926862223852579,5.983936280687191,4.127134385045092,10.069044362997353,7.324489979348532,7.362498832519434,0.8674208719969493,0.0667246824613038,35379.31914893617,0.07142857142857142,4,1.0739324655103684,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
819000,16,97,0.20618556701030927,0,0,1,17,0,1,11.485287017666272,7.108244139731541,5.153291594497779,13.615840583835682,6.747586526829315,6.24547082236678,0.11877030675176221,0.0006284143214378953,7199.978321703736,0.005263157894736842,2,0.36209370831672083,1,1,5,False,False,False,False,False,False,False,False,True,False,False,False,False,1
9170,8,63,0.14285714285714285,0,0,2,18,0,1,9.364776725280601,5.780743515792329,3.367295829986474,9.123801610558944,6.881411303642535,4.604067883760905,1.272380329298877,0.010782884146600651,5560.912,0.008403361344537815,1,0.06743908721152263,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
289000,9,79,0.11392405063291139,0,0,3,15,0,0,11.232377881419048,7.958227192322312,5.135798437050262,12.574185427296195,6.673297967767654,6.210494385538004,0.2613693378223605,0.0017195351172523716,32185.79460269865,0.006535947712418301,4,0.5754502453531536,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
95500,6,47,0.06382978723404255,0,0,2,15,0,0,12.921152536089668,9.170039075202657,6.436150368369428,11.466891997618188,5.996452088619021,7.6486273434372,4.281305954911467,0.021955415153392135,36600.32967032967,0.00510204081632653,4,1.4299130299620906,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
241000,11,81,0.12345679012345678,0,0,4,22,0,1,12.758574618751284,8.453187861440325,6.406879986069314,12.392556361841777,6.6052979209482015,7.61740012452463,1.4419774191808332,0.008432616486437622,41500.75450081833,0.005813953488372093,3,2.353306954325087,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
8390000,3,30,0.1,0,0,4,23,0,0,13.463487633725938,9.672941671455156,7.3310603052186325,15.942551197632893,5.476463551931511,5.210537441828329,0.0838215633108983,2.1715430909559145e-05,536088.8774474256,0.000259000259000259,4,0.210973471306633,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
289000,13,80,0.15,0,0,5,15,1,0,12.31346858830007,8.910315776326016,6.318968113746434,12.574185427296195,6.633318433280377,8.023332436080501,0.7704956038214401,0.010554734298923837,32185.79460269865,0.013513513513513514,4,3.532189823292596,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
723000,8,53,0.1320754716981132,0,0,4,18,0,1,11.083787349297781,6.725033642166843,4.6913478822291435,13.49116588426581,5.69035945432406,5.824041812306696,0.09004966798109547,0.00046657859057562415,12867.609642988591,0.005154639175257732,1,0.2373308406261195,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1210000,6,47,0.0851063829787234,0,0,6,21,1,1,12.542791280364282,9.242032818708672,5.963579343618446,14.006131744018864,6.738152494595957,8.17362189192008,0.23146096573473907,0.002929885642211887,416752.26404494385,0.0125,2,2.4176668167681035,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1
162000,14,83,0.1686746987951807,0,0,2,21,0,1,13.202849678983231,8.700347734514084,0.0,11.995357787034976,7.374629015218945,7.735224942125999,3.3450781168017483,0.014114253657391341,187873.0,0.004201680672268907,2,2.9956153655804676,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,1
464000,3,30,0.1,0,0,3,16,0,0,12.873170981733072,9.696955267027116,7.329749689041512,13.047641986378483,6.967909201801884,7.001961136058295,0.8398990519416984,0.002365912822370981,269702.9905660377,0.0028089887640449437,3,1.2712033799933826,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
11900000,9,59,0.1694915254237288,0,0,3,16,0,0,12.384453113090865,8.094988759303774,6.651571873589727,16.29204904211537,5.556828061699537,4.617421870679234,0.020088653774062708,8.422915628537823e-06,105925.97792842168,0.00041911148365465214,3,0.07051798935362535,1,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,0
10000,5,43,0.11627906976744186,0,1,4,17,0,1,7.445417556701687,4.1588830833596715,0.6931471805599453,9.210440366976517,4.532599493153256,2.196705231700033,0.1710828917108289,0.0007994527650038735,18025.529032258066,0.004651162790697674,2,0.0054525076946554596,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
5020,7,51,0.13725490196078433,0,0,5,11,1,0,8.32579052588609,5.135798437050262,3.295836866004329,8.521384396034705,6.530877627725885,3.6080937168390745,0.8221469826727743,0.007149104197154559,1503.5263157894738,0.008620689655172414,8,0.02447946371253564,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1770000,10,70,0.12857142857142856,1,0,1,17,0,1,11.988836610430425,8.692322277628687,6.267200548541362,14.386490669521603,4.553876891600541,5.7556307356996745,0.09093045710143667,0.00017794610000281149,311828.6140969163,0.001953125,2,0.2147939461243484,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3420,8,60,0.1,0,0,4,15,0,0,7.772331575169614,3.9318256327243257,0.6931471805599453,8.137688184977605,3.6635616461296463,2.4067534089023845,0.6936568254896229,0.002951731172296268,2865.286689419795,0.00423728813559322,4,0.006886363237910703,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
47300,13,98,0.12244897959183673,0,0,0,18,0,1,7.851661177889265,3.5263605246161616,2.772588722239781,10.764286715905591,9.193906065512758,2.9100713356622325,0.05431174816600072,0.00036697127139189676,20932.35220125786,0.006711409395973154,1,0.020100171978804295,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
243000,6,46,0.06521739130434782,0,0,4,15,0,0,9.902036500268814,6.546785410760524,1.6094379124341003,12.400820837540556,3.7376696182833684,4.64891433173319,0.08218073176653594,0.00042580690034474584,38451.531315240085,0.005154639175257732,4,0.11981691691425429,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
255000,11,68,0.1323529411764706,0,0,5,20,1,1,12.61723151338026,8.352082671352637,6.182084906716632,12.449022745701502,7.5310163320779155,8.327010681143054,1.1831796738052007,0.016207940737057547,307143.24375,0.013513513513513514,1,4.78593843899717,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1290000,8,60,0.1,0,0,3,23,0,0,12.928055065652439,9.691222119369101,5.6937321388027,14.070153551531353,4.394449154672439,6.846897039696618,0.3191478146140972,0.0007286479785709981,1048616.9307359308,0.002277904328018223,4,0.641014512948758,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1
35100,6,35,0.08571428571428572,0,0,6,15,1,0,7.898411092811599,4.804021044733257,1.791759469228055,10.465984899076615,6.300785794663244,3.2641886550535473,0.07669297171020768,0.000716756744955212,93107.28,0.009259259259259259,4,0.029133231662588417,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
58,7,66,0.09090909090909091,1,0,4,15,0,0,3.7376696182833684,0.0,0.6931471805599453,4.07753744390572,3.8501476017100584,0.09378296231538351,0.6949152542372882,0.001666463439417957,279.88345864661653,0.0023923444976076554,4,6.917326490386287e-05,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0
33500,12,74,0.04054054054054054,1,0,3,18,0,1,10.420315128497753,6.839476438228843,4.04305126783455,10.419330568113901,5.25227342804663,4.483607169243248,1.0009551953673024,0.002613460040123505,11613.9,0.0026041666666666665,1,0.05970815972264345,1,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,0
325000,6,34,0.11764705882352941,0,0,4,15,0,0,11.025425666507735,7.852050207265889,4.867534450455582,12.691583538230217,6.620073206530356,5.696055435353055,0.18896864932723284,0.0009128920257354243,52073.45027124774,0.004807692307692308,4,0.34355913067469873,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
739000,5,24,0.2916666666666667,0,0,3,17,0,1,13.261048218174633,0.0,6.150602768446279,13.513054553109397,3.9318256327243257,7.827723084920383,0.7772384611116899,0.0033940544153348907,307927.3105670103,0.004347826086956522,2,1.7105031484089015,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1
33500,9,53,0.018867924528301886,0,0,1,18,0,1,10.095470619600714,6.725033642166843,3.9512437185814275,10.419330568113901,5.087596335232384,4.312857347279186,0.7233216918897943,0.0021985461759568216,11613.9,0.0030303030303030303,1,0.05022887062219377,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
33500,10,58,0.15517241379310345,0,0,0,16,0,0,8.85180655855245,5.739792912179234,2.772588722239781,10.419330568113901,5.278114659230517,3.631473331578146,0.20853108862422018,0.0010975320453906325,11613.9,0.005235602094240838,3,0.02507465875154785,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
4940,5,31,0.03225806451612903,0,0,1,15,0,0,8.976893927666076,5.4510384535657,2.8903717578961645,8.50532301884575,5.877735781779639,3.655839600035736,1.602307225258045,0.007630034405990691,1480.3037974683543,0.004739336492890996,4,0.025709960011070322,1,1,2,False,False,False,False,False,False,False,False,False,False,False,True,False,0
468000,7,67,0.08955223880597014,0,0,0,16,0,0,9.578172838610792,6.369900982828227,3.295836866004329,13.056225711649638,6.815639990074331,4.274007358885553,0.03086531866384901,0.00015130058168553437,40372.809197651666,0.004878048780487805,3,0.04828891303374302,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
24900,5,32,0.03125,1,0,1,11,0,0,10.21159705705293,6.785587645007929,3.828641396489095,10.122663242288953,6.208590026096629,4.8721392168423305,1.092968153889402,0.0052046102566162,6753.626283367556,0.004739336492890996,8,0.15007293837720878,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
349000,7,42,0.16666666666666666,0,0,1,21,0,1,12.638419837504907,9.002947130753205,6.415096959171596,12.762830066509972,6.903747257584598,7.201083339327262,0.8830146618491065,0.0038391941819526368,45255.01377952756,0.004329004329004329,2,1.5515441370947252,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2150,10,62,0.11290322580645161,0,1,0,15,0,0,8.155936337972394,4.59511985013459,2.995732273553991,7.67368812926773,6.257667587882639,3.034461169981055,1.6192468619246863,0.009200266260935716,1176.5220125786163,0.005649717514124294,4,0.013495869109982806,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
24900,5,26,0.07692307692307693,1,0,1,11,0,0,10.187763831853076,6.63200177739563,3.912023005428146,10.122663242288953,6.089044875446846,4.304176462113798,1.067226215814626,0.002931940153336884,6753.626283367556,0.0027397260273972603,8,0.08454136856800136,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
165,12,59,0.1016949152542373,1,0,5,3,1,0,7.780720886117918,2.772588722239781,0.6931471805599453,5.111987788356544,2.302585092994046,2.5350058658519092,14.41566265060241,0.06997894490583693,887.8301886792453,0.004830917874396135,16,0.013451566490495798,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
12000,4,24,0.08333333333333333,1,0,2,14,0,0,11.069960961391109,7.507141079727608,5.0238805208462765,9.392745258631441,6.628041376179533,5.107308568335524,5.350554120489959,0.013684281638081736,46746.333333333336,0.002551020408163265,5,0.11199522086677344,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,0
349000,8,57,0.08771929824561403,0,0,5,10,1,0,11.923033113126388,8.0323601479245,4.574710978503383,12.762830066509972,3.9889840465642745,6.18529518234688,0.4317953243686981,0.0013884094031147848,45255.01377952756,0.003205128205128205,9,0.561101722704295,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,1
126000,17,97,0.09278350515463918,0,0,1,19,0,1,10.155335171978694,5.43372200355424,2.772588722239781,11.744045122410057,5.666426688112432,4.8163182689613455,0.20418091919905398,0.0009722900914240666,48920.6874205845,0.004739336492890996,0,0.14186237821981373,1,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,0
126000,15,82,0.0975609756097561,0,0,3,9,0,0,9.855976569865076,5.225746673713202,2.6390573296152584,11.744045122410057,5.429345628954441,5.371943681792712,0.15135594161951096,0.0017006285575225952,48920.6874205845,0.011111111111111112,10,0.24813089608403985,1,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,0
321,11,80,0.1,0,0,1,12,0,0,10.95336467552236,7.086737934510577,3.58351893845611,5.7745515455444085,4.532599493153256,5.545613314876044,177.4689440993789,0.7922720718722271,7409.916666666667,0.0044444444444444444,7,0.2954116396455301,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
174,8,42,0.16666666666666666,0,1,4,9,0,0,4.795790545596741,1.3862943611198906,0.0,5.1647859739235145,6.274762021241939,0.4700036292457356,0.6857142857142857,0.0034285714285714284,239.66666666666666,0.004975124378109453,10,0.0004091770824043022,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0
55500,7,41,0.07317073170731707,0,1,1,11,0,0,7.935229539816907,4.983606621708336,2.5649493574615367,10.92415631759022,6.90975328164481,2.691827365595323,0.05032341759607935,0.0002478986088476815,10595.303983228512,0.004901960784313725,8,0.01802541755335515,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0
207000,11,66,0.10606060606060606,0,0,4,17,0,1,7.379008127628304,3.58351893845611,1.0986122886681098,12.240478903153711,8.12415060330663,2.1672577476867527,0.007734262153322931,3.736358528175329e-05,9062.74653626732,0.004807692307692308,2,0.008956088385739521,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
207000,12,77,0.15584415584415584,0,0,3,17,0,1,7.674152921281675,4.007333185232471,0.6931471805599453,12.240478903153711,6.747586526829315,2.428454999706357,0.010391254148530683,4.9957952637166745e-05,9062.74653626732,0.004784688995215311,2,0.011974970710521133,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
33500,13,78,0.01282051282051282,0,0,0,18,0,1,8.169336395928386,5.4116460518550396,2.0794415416798357,10.419330568113901,4.976733742420574,2.5845215241497472,0.10536998895555356,0.00036586801720678324,11613.9,0.0034602076124567475,1,0.008358767944948997,1,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,0
158000,15,92,0.17391304347826086,0,0,4,14,0,0,6.492239835020471,3.1780538303479458,0.0,11.970356641102999,10.148901272496065,1.9524418509185286,0.004170859678103303,3.826476768902113e-05,1090.0183486238532,0.00909090909090909,5,0.007000939120411471,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
866,10,58,0.10344827586206896,0,0,3,8,0,0,6.021023349349527,0.0,0.0,6.7650389767805414,2.6390573296152584,1.090567192983278,0.4740484429065744,0.002279079052435454,168.30305945737925,0.004784688995215311,11,0.0013901733527296374,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,0
559,6,39,0.1282051282051282,0,0,0,6,0,0,6.620073206530356,2.4849066497880004,1.0986122886681098,6.327936783729195,5.181783550292085,1.5414949098099857,1.3375,0.006556372549019608,538.9087591240876,0.004878048780487805,13,0.004251567070795864,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,0
328000,8,42,0.07142857142857142,0,0,4,5,0,0,10.04962046148409,5.488937726156687,2.9444389791664403,12.700771936142122,5.303304908059076,4.725761941236257,0.07056685802787187,0.0003409026957868206,36454.19018181818,0.004807692307692308,14,0.12948008855485757,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,0
126000,16,94,0.0851063829787234,0,0,4,16,0,0,9.897318563390598,5.147494476813453,3.091042453358316,11.744045122410057,5.442417710521793,6.679649435838113,0.1577447798033349,0.0063097911921333955,48920.6874205845,0.038461538461538464,3,0.9206326306127783,1,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,1
126000,17,96,0.09375,0,0,2,16,0,0,9.427385364828522,4.718498871295094,2.8903717578961645,11.744045122410057,5.638354669333745,4.409107593276552,0.09859445559955873,0.0006444082065330637,48920.6874205845,0.006493506493506494,3,0.09402263946683939,1,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,0
